"zona","state","municipio","head","hotel"
"12","Cancun","Cancun","Boca Paila","Hotel Zulum Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Hotelito Azul (Tulum)"
"12","Cancun","Cancun","Boca Paila","Iguanas Ranas"
"12","Cancun","Cancun","Boca Paila","Josa Tulum"
"12","Cancun","Cancun","Boca Paila","Juanita Diavola Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Kai Hotel & Beach Club Tulum"
"12","Cancun","Cancun","Boca Paila","Kanan Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Kasa Hotel Parota Tulum"
"12","Cancun","Cancun","Boca Paila","Kiras Beach House tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Kore Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","La Chan Cabanita Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","La Llorona"
"12","Cancun","Cancun","Boca Paila","La Playita"
"12","Cancun","Cancun","Boca Paila","La Posada Del Sol Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","la selva"
"12","Cancun","Cancun","Boca Paila","La Selva Mariposa"
"12","Cancun","Cancun","Boca Paila","La Tente Rose Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","La Valise Tulum Boca paila"
"12","Cancun","Cancun","Boca Paila","La Vita E Bella Hotel"
"12","Cancun","Cancun","Boca Paila","La Zebra Hotel Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Las Palmas Maya Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Las Ranitas Eco Boutique Hotel Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Looltum Tulum"
"12","Cancun","Cancun","Boca Paila","Los Amigos Beach Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Los Arcos"
"12","Cancun","Cancun","Boca Paila","Los Arrecifes Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Luna Tulum"
"12","Cancun","Cancun","Boca Paila","Luv Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Mamamuu Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Mamasan Treehouses & Cabins Tulum"
"12","Cancun","Cancun","Boca Paila","Mamasan Tulum"
"12","Cancun","Cancun","Boca Paila","Mangrow"
"12","Cancun","Cancun","Boca Paila","Maresias"
"12","Cancun","Cancun","Boca Paila","Maria del Mar Tulum Bocapaila"
"12","Cancun","Cancun","Boca Paila","Mariposa Azul in Aldea Zama"
"12","Cancun","Cancun","Boca Paila","Mas Querida"
"12","Cancun","Cancun","Boca Paila","Maya Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Mayaluum"
"12","Cancun","Cancun","Boca Paila","Mayan Clay Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Mestizo Hotel Boutique Tulum"
"12","Cancun","Cancun","Boca Paila","Mezzanine Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Mi Amor Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Morena Del Mar"
"12","Cancun","Cancun","Boca Paila","My Way Luxury Resort Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Nativus Tulum Boca Paila"
"12","Cancun","Cancun","Boca Paila","NEST Tulum"
"12","Cancun","Cancun","Boca Paila","Nomade Tulum"
"12","Cancun","Cancun","Boca Paila","Nueva Vida De Ramiro Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Om Tulum Hotel (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Origen Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Papaya Playa Project Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Paramar condos Tulum"
"12","Cancun","Cancun","Boca Paila","Parayso Hotel Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Piedra Escondida Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Playa Azul Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Playa Canek Beach Hotel Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Playa Esperanza Tulum "
"12","Cancun","Cancun","Boca Paila","Playa Esperanza Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Playa Kin Ha Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Playa Mambo Cabanas Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Playa Selva Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Playa Xcanan Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Playa Xcancun"
"12","Cancun","Cancun","Boca Paila","Pocna Tulum"
"12","Cancun","Cancun","Boca Paila","Pocna Tulum Hotel"
"12","Cancun","Cancun","Boca Paila","Posada Dos Ceibas Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Posada Lamar Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Posada Luna del Sur"
"12","Cancun","Cancun","Boca Paila","Posada Margherita Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Posada Punta Piedra Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Prana Tulum Aldea Zama "
"12","Cancun","Cancun","Boca Paila","Private Destination Boca Paila"
"12","Cancun","Cancun","Boca Paila","Puerta Del Cielo Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Puerta Zama Tulum"
"12","Cancun","Cancun","Boca Paila","Puro Corazon - Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Querido Tulum"
"12","Cancun","Cancun","Boca Paila","Rancho San Erik Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Residencial Gorila"
"12","Cancun","Cancun","Boca Paila","Retiro Maya Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Rosa Del Viento Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Sanara Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Shambala Petit Hotel Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Sol Y Luna"
"12","Cancun","Cancun","Boca Paila","Suenos Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Suites Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Tata Tulum"
"12","Cancun","Cancun","Boca Paila","Tercer Cielo , Cenote"
"12","Cancun","Cancun","Boca Paila","The Beach Tulum Hotel (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","The Highline Tulum Aldea Zama"
"12","Cancun","Cancun","Boca Paila","Tita Tulum"
"12","Cancun","Cancun","Boca Paila","Tita Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Tolok Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Tulaka Yaam"
"12","Cancun","Cancun","Boca Paila","Tulum Dune Boutique Hotel"
"12","Cancun","Cancun","Boca Paila","Tulumbay Hotel (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Utopia Guesthouse & Yoga Studio Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Villa Esperia Tulum"
"12","Cancun","Cancun","Boca Paila","Villa Kilmia"
"12","Cancun","Cancun","Boca Paila","Villa Las Estrellas Tulum"
"12","Cancun","Cancun","Boca Paila","Villa Latina Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Villa Pescadores Hotel & Beach Club Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Villas Las Estrellas"
"12","Cancun","Cancun","Boca Paila","Villas Sian Kaan Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Xaman Condos Tulum"
"12","Cancun","Cancun","Boca Paila","Xbalamque Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Yaan Wellness Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Yaxiik Villas Tulum"
"12","Cancun","Cancun","Boca Paila","Yoga Shala Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Zahra Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Zama Gardens Tulum"
"12","Cancun","Cancun","Boca Paila","Zama Village Aldea Zama"
"12","Cancun","Cancun","Boca Paila","Zamas Hotel Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Zamna"
"12","Cancun","Cancun","Boca Paila","Zazil Kin Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Zendero Hotel Tulum"
"12","Cancun","Cancun","Boca Paila","Zenserenity Tulum"
"12","Cancun","Cancun","Boca Paila","Ziggys Beach Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Zona Corazón"
"12","Cancun","Cancun","Boca Paila","Zorba Beach Homes (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","HOTEL PANAMERA TULUM"
"13","Cancun","Cancun","Puerto Chiquila ","HOLBOX FERRY PUERTO (CHIQUILA)"
"13","Cancun","Cancun","Puerto Chiquila ","CHIQUILA FERRY (HOLBOX)"
